id,name,group,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,solubleFiber_g,insolubleFiber_g,starch_g,sugar_g,saturatedFat_g,monounsaturatedFat_g,polyunsaturatedFat_g,transFat_g,cholesterol_mg,omega3_g,ala_mg,epa_mg,dha_mg,omega6_g,la_g,aa_g,histidine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,threonine_g,tryptophan_g,valine_g,arginine_g,alanine_g,asparticAcid_g,glutamicAcid_g,glycine_g,proline_g,serine_g,thiamin_mg,riboflavin_mg,niacin_mg,pantothenicAcid_mg,vitaminB6_mg,vitaminB12_ug,folate_ug,biotin_ug,choline_mg,vitaminA_ug,vitaminC_mg,vitaminD_ug,vitaminE_mg,vitaminK_ug,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_ug,sodium_mg,zinc_mg
167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Pork Products,119.0,18.2,3.07,4.63,0,0,0,0,3.33,1.05,1.26,0.6,0,46.0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,7.0,0.1,1.0,22.0,0,0,536.0,0,413.0,1.5
167911,HORMEL Canadian Style Bacon,Pork Products,122.0,16.88,4.94,1.87,0,0,0,0,1.43,1.83,2.49,0.62,0,49.0,0,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,6.0,0.1,0.9,19.0,0,0,279.0,0,1016.0,1.8
167909,"HORMEL, Cure 81 Ham",Pork Products,106.0,18.43,3.59,0.21,0,0,0,0,0.0,1.17,1.75,0.37,0,51.0,0,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,4.0,0.1,0.8,20.0,0,0,319.0,0,1038.0,2.0
173327,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen","Meals, Entrees, and Side Dishes",270.0,9.16,15.0,24.69,1.5,0,0,24.55,7.6,3.545,2.547,1.936,0.18,23.0,0.175,168.0,2.0,2.0,1.747,1.71,0.021,0.284,0.394,0.728,0.543,0.189,0.129,0.409,0.264,0.354,0.125,0.453,0.468,0.399,0.653,2.133,0.389,0.757,0.418,0.417,0.273,3.425,0.85,0.095,0.35,54.0,0,29.1,2.0,0.1,0.2,0.29,0.8,152.0,0.113,2.0,18.0,0.27,168.0,188.0,11.6,386.0,0.95
173326,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen","Meals, Entrees, and Side Dishes",235.0,8.9,8.6,30.4,1.1,0,0,0,7.6,2.62,3.42,1.3,0,29.0,0.005,0,1.0,2.0,1.179,1.165,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.273,3.425,0,0.095,0.35,54.0,0,29.1,58.0,4.9,0.2,0.29,0.8,152.0,0.113,2.97,18.0,0,168.0,188.0,11.6,346.0,0.95
172107,"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen","Meals, Entrees, and Side Dishes",252.0,9.32,10.23,30.68,2.2,0,0,0,7.73,3.93,2.787,2.611,0.156,20.0,0.261,254.0,2.0,2.0,2.339,2.304,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0.208,2.922,0.685,0.061,0.6,76.0,0,36.1,12.0,0.6,0.2,0.69,10.8,181.0,0.086,2.08,22.0,0.34,186.0,204.0,10.0,378.0,0.99
173788,HOUSE FOODS Premium Firm Tofu,Legumes and Legume Products,85.0,10.92,4.19,0.97,0.9,0,0,0,0.4,0.71,0.97,2.51,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,149.0,0,1.69,0,0,0,0,0,33.0,0
173787,HOUSE FOODS Premium Soft Tofu,Legumes and Legume Products,59.0,6.38,2.71,2.19,0.8,0,0,0,0.53,0.48,0.63,1.61,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,78.0,0,1.53,0,0,0,0,0,34.0,0
169782,"HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared","Meals, Entrees, and Side Dishes",136.0,7.96,8.53,6.96,1.3,0,0,2.2,0.18,3.426,3.933,0.533,0.347,26.0,0.026,23.0,1.0,0.0,0.499,0.481,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.13,1.445,0.22,0.113,0.77,0,0,0,0,0,0,0.1,0,29.0,0.078,1.02,19.0,0.203,106.0,195.0,8.1,379.0,1.12
171628,Ham and cheese loaf or roll,Sausages and Luncheon Meats,241.0,13.6,18.7,4.0,0.0,0,0,0,0.0,6.966,8.59,2.022,0,58.0,0.0,0,0.0,0.0,1.772,1.772,0.0,0.677,0.754,1.353,1.508,0.439,0.235,0.691,0.56,0.719,0.207,0.802,1.119,0.911,1.552,2.626,0.748,0.787,0.672,0.601,0.187,3.452,0.52,0.26,0.81,3.0,0,66.3,0.0,0.0,1.1,0.27,0.0,58.0,0.08,0.91,16.0,0,253.0,294.0,34.6,1000.0,2.0
171629,Ham and cheese spread,Sausages and Luncheon Meats,245.0,16.18,18.53,2.28,0.0,0,0,0,0,8.62,7.08,1.38,0,61.0,0.0,0,0.0,0.0,1.23,1.23,0.0,0.597,0.775,1.504,1.476,0.475,0.255,0.771,0.666,0.683,0.372,1.014,0.892,0.802,1.378,2.887,0.587,1.356,0.806,0.318,0.22,2.153,0.59,0.13,0.73,3.0,0,0,91.0,0.0,0,0,0,217.0,0.09,0.76,18.0,0.036,495.0,162.0,33.6,1197.0,2.25
173866,Ham salad spread,Sausages and Luncheon Meats,216.0,8.68,15.53,10.64,0.0,0,0,0,0.0,5.049,7.171,2.689,0,37.0,0.0,0,0.0,0.0,2.36,2.36,0.0,0.35,0.403,0.725,0.772,0.228,0.051,0.354,0.278,0.409,0.089,0.448,0.593,0.536,0.856,1.349,0.486,0.401,0.376,0.435,0.12,2.095,0.31,0.15,0.76,1.0,0,69.0,0.0,0.0,0.7,1.74,0.0,8.0,0.07,0.59,10.0,0.013,120.0,150.0,17.8,1075.0,1.1
171626,"Ham, chopped, canned",Sausages and Luncheon Meats,239.0,16.06,18.83,0.26,0.0,0,0,0,0.0,6.291,9.161,2.06,0,49.0,0.0,0,0.0,0.0,1.86,1.86,0.0,0.637,0.691,1.249,1.38,0.419,0.19,0.622,0.527,0.717,0.182,0.719,0.997,0.917,1.485,2.371,0.786,0.683,0.627,0.535,0.165,3.2,0.28,0.32,0.7,1.0,0,64.4,0.0,2.0,0.6,0.25,0.0,7.0,0.05,0.95,13.0,0.025,139.0,284.0,18.6,1280.0,1.83
171627,"Ham, chopped, not canned",Sausages and Luncheon Meats,221.0,16.5,16.7,0.0,0.0,0,0,0,5.0,6.1,8.2,2.11,0,59.0,0.0,0,0.0,0.0,1.81,1.81,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0.204,3.88,0,0.35,0.92,1.0,0,77.0,0.0,0.0,0.7,0.23,0.0,7.0,0.06,0.83,16.0,0,155.0,319.0,17.4,1194.0,1.94
174611,"Ham, honey, smoked, cooked",Sausages and Luncheon Meats,122.0,17.93,2.37,7.27,0.0,0,0,0,0.0,0.87,1.24,0.23,0,22.0,0,0,0,0,0.223,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0.101,2.276,0.238,0.231,0.38,2.0,0,0,0.0,0.6,0,0,0,6.0,0.041,0.39,8.0,0.028,384.0,165.0,10.4,900.0,0.91
173865,"Ham, minced",Sausages and Luncheon Meats,263.0,16.28,20.68,1.84,0.0,0,0,0,0.0,7.181,9.581,2.47,0,70.0,0.0,0,0.0,0.0,2.16,2.16,0.0,0.604,0.7,1.258,1.364,0.456,0.19,0.641,0.536,0.734,0.156,0.747,1.023,0.948,1.5,2.338,0.883,0.713,0.677,0.712,0.19,4.162,0.18,0.26,0.95,1.0,0,69.4,0.0,0.0,0.7,0.27,0.0,10.0,0.08,0.79,16.0,0.031,157.0,311.0,20.0,1245.0,1.9
173863,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",Sausages and Luncheon Meats,107.0,16.85,4.04,0.7,0.0,0,0,0,0.0,1.227,1.618,0.626,0.014,41.0,0.023,15.0,1.0,2.0,0.582,0.507,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.266,5.697,0.697,0.394,0.36,0.0,0,62.4,0.0,0.0,0.6,0.29,0.0,5.0,0.05,0.59,19.0,0.014,252.0,463.0,31.6,945.0,1.51
173864,"Ham, sliced, regular (approximately 11% fat)",Sausages and Luncheon Meats,164.0,16.6,8.8,3.63,1.3,0,0,0,1.0,0.5,4.354,0.789,0,57.0,0.0,0,0.0,0.0,0.729,0.691,0.038,0.477,0.573,0.986,1.11,0.319,0.16,0.497,0.422,0.558,0.155,0.67,0.837,0.731,1.146,1.934,0.681,0.547,0.518,0.626,0.178,2.904,0.435,0.329,0.42,7.0,0,81.9,0.0,4.0,0.7,0.08,0.0,24.0,0.089,1.02,22.0,0.557,153.0,287.0,20.7,814.0,1.35
173881,"Ham, smoked, extra lean, low sodium",Sausages and Luncheon Meats,141.0,18.52,2.71,10.7,0.0,0,0,0.0,10.68,1.786,0.609,0.187,0.019,50.0,0.0,0,0.0,0.0,0.18,0.152,0.023,0.806,0.836,1.483,1.564,0.443,0.208,0.741,0.601,0.828,0.174,0.937,1.185,1.091,1.615,2.65,0.967,0.795,0.725,0.558,0.194,6.147,0.802,0.415,0.37,2.0,0,71.8,12.0,0.0,0.7,0.24,0.0,5.0,0.245,0.76,20.0,0.024,286.0,330.0,29.5,1062.0,1.78
168092,"Ham, turkey, sliced, extra lean, prepackaged or deli",Sausages and Luncheon Meats,134.0,19.6,5.8,0.93,0.0,0,0,0,0.5,0.5,0.864,1.148,0,67.0,0.053,0,0.0,32.0,1.058,0.921,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.25,3.53,0,0.23,0.26,6.0,0,59.1,0.0,0.0,0.0,0.39,0.0,5.0,0.11,1.35,20.0,0,304.0,299.0,37.0,1038.0,2.36
169827,"Hazelnuts, beaked (Northern Plains Indians)",American Indian/Alaska Native Foods,628.0,14.89,52.99,22.98,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.16,3.19,0,0.55,0,0,0,0,0,0,0,0,0,441.0,1.2,3.12,235.0,7.6,411.0,738.0,0,2.0,2.06
171630,"Headcheese, pork",Sausages and Luncheon Meats,157.0,13.83,10.9,0.0,0.0,0,0,0,0.0,3.402,5.601,1.134,0,69.0,0.0,0,0.0,0.0,1.003,1.003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.115,0.44,0,0.19,1.05,2.0,0,104.1,0.0,0.0,0.9,0.25,3.4,16.0,0.122,1.5,9.0,0,56.0,31.0,0.1,941.0,0.97
168569,"Hearts of palm, canned",Vegetables and Vegetable Products,28.0,2.52,0.62,4.62,2.4,0,0,0,0,0.13,0.103,0.202,0.0,0.0,0,0,0,0,0.183,0.183,0,0.055,0.101,0.169,0.091,0.042,0.019,0.098,0.049,0.097,0.023,0.114,0.178,0.111,0.168,0.296,0.108,0.088,0.081,0.011,0.057,0.437,0.126,0.022,0.0,39.0,0,0,0.0,7.9,0.0,0,0,58.0,0.133,3.13,38.0,1.394,65.0,177.0,0.7,426.0,1.15
167714,"Hearts of palm, raw",Vegetables and Vegetable Products,115.0,2.7,0.2,25.61,1.5,0,0,0,17.16,0.046,0.005,0.089,0.0,0.0,0.0,0,0.0,0.0,0.076,0.076,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.9,0,0.81,0.0,24.0,0,0.0,3.0,8.0,0.0,0.5,0.0,18.0,0.644,1.69,10.0,0,140.0,1806.0,0.7,14.0,3.73
167922,"Heinz, Weight Watcher, Chocolate Eclair, frozen",Baked Products,241.0,4.4,6.9,40.3,2.1,0,0,0,16.8,1.4,2.0,2.9,0.2,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,48.0,0,0.7,0,0,0,0,0,300.0,0
169701,"Hominy, canned, white",Cereal Grains and Pasta,72.0,1.48,0.88,14.26,2.5,0,0,0,1.51,0.123,0.231,0.399,0.0,0.0,0.0,0,0.0,0.0,0.387,0.387,0.0,0.045,0.058,0.202,0.033,0.031,0.033,0.076,0.056,0.05,0.008,0.077,0.068,0.107,0.115,0.299,0.052,0.138,0.065,0.003,0.006,0.033,0.154,0.005,0.0,1.0,0,3.1,0.0,0.3,0.0,0.05,0.2,10.0,0.03,0.62,16.0,0.07,35.0,9.0,3.0,267.0,1.05
169752,"Hominy, canned, yellow",Cereal Grains and Pasta,72.0,1.48,0.88,14.26,2.5,0,0,0,0,0.123,0.231,0.399,0,0.0,0,0,0,0,0.387,0.387,0,0.045,0.058,0.202,0.033,0.031,0.033,0.076,0.056,0.05,0.008,0.077,0.068,0.107,0.115,0.299,0.052,0.138,0.065,0.003,0.006,0.033,0.154,0.005,0.0,1.0,0,0,0,0.0,0.0,0,0,10.0,0.03,0.62,16.0,0.07,35.0,9.0,3.0,345.0,1.05
169640,Honey,Sweets,304.0,0.3,0.0,82.4,0.2,0,0,0,82.12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.01,0.008,0.001,0.003,0.011,0.008,0.004,0.004,0.009,0.005,0.006,0.027,0.018,0.007,0.09,0.006,0.0,0.038,0.121,0.068,0.024,0.0,2.0,0,2.2,0.0,0.5,0.0,0.0,0.0,6.0,0.036,0.42,2.0,0.08,4.0,52.0,0.8,4.0,0.22
172943,"Honey roll sausage, beef",Sausages and Luncheon Meats,182.0,18.58,10.5,2.18,0.0,0,0,0,0,4.08,4.82,0.49,0,50.0,0.0,0,0.0,0.0,0.38,0.38,0.0,0.538,0.761,1.388,1.516,0.449,0.22,0.696,0.562,0.779,0.152,0.853,1.255,1.228,1.65,2.679,1.379,1.011,0.758,0.08,0.182,4.165,0.49,0.27,2.35,4.0,0,0,0.0,0.0,1.0,0,0,9.0,0.1,2.2,16.0,0.037,137.0,291.0,15.6,1322.0,3.25
174593,Hormel Pillow Pak Sliced Turkey Pepperoni,Sausages and Luncheon Meats,243.0,30.99,11.52,3.78,0.0,0,0,0,0.0,3.52,4.65,3.32,0,123.0,0,0,0,0,3.026,3.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,15.0,0.0,0,0,0,26.0,0.2,2.7,41.0,0,0,449.0,0,1858.0,4.3
167791,Horned melon (Kiwano),Fruits and Fruit Juices,44.0,1.78,1.26,7.56,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.015,0.565,0.183,0.063,0,3.0,0,0,7.0,5.3,0,0,0,13.0,0.02,1.13,40.0,0.039,37.0,123.0,0,2.0,0.48
173472,"Horseradish, prepared",Spices and Herbs,48.0,1.18,0.69,11.29,3.3,0,0,0.0,7.99,0.09,0.13,0.339,0.0,0.0,0.0,0,0.0,0.0,0.285,0.285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.024,0.386,0.093,0.073,0.0,57.0,0,6.5,0.0,24.9,0.0,0.01,1.3,56.0,0.058,0.42,27.0,0.126,31.0,246.0,2.8,420.0,0.83
169808,"Huckleberries, raw (Alaska Native)",American Indian/Alaska Native Foods,37.0,0.4,0.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.3,0,0,0,0,0,0,0,2.8,0,0,0,15.0,0,0.3,0,0,0,0,0,10.0,0
174289,"Hummus, commercial",Legumes and Legume Products,237.0,7.78,17.82,15.0,5.5,0,0,8.08,0.62,2.562,5.34,8.812,0.019,0.0,0.711,711.0,0.0,0.0,8.101,8.077,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.127,1.024,0.346,0.146,0.0,48.0,0,0,1.0,0.0,0.0,1.54,22.8,47.0,0.377,2.54,75.0,1.155,181.0,312.0,4.7,426.0,1.44
172454,"Hummus, home prepared",Legumes and Legume Products,177.0,4.86,8.59,20.12,4.0,0,0,0,0.27,1.141,4.865,2.109,0,0.0,0.0,0,0.0,0.0,2.035,2.035,0.0,0.134,0.206,0.346,0.291,0.08,0.071,0.256,0.134,0.182,0.057,0.215,0.501,0.213,0.544,0.882,0.223,0.201,0.245,0.089,0.052,0.399,0.287,0.399,0.0,59.0,0,27.8,0.0,7.9,0.0,0.75,3.0,49.0,0.224,1.56,29.0,0.567,110.0,173.0,2.4,242.0,1.09
174999,"Hush puppies, prepared from recipe",Baked Products,337.0,7.7,13.5,46.0,2.8,0,0,0,2.03,2.108,3.263,7.219,0,45.0,0.004,0,0.0,4.0,6.405,6.39,0.015,0.197,0.321,0.71,0.31,0.169,0.144,0.382,0.289,0.279,0.082,0.388,0.352,0.383,0.501,1.793,0.268,0.693,0.412,0.352,0.332,2.782,0.357,0.102,0.19,89.0,0,32.7,41.0,0.2,0.0,1.26,23.6,278.0,0.066,3.04,24.0,0.22,189.0,144.0,15.8,668.0,0.66
175253,"Hyacinth beans, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,117.0,8.14,0.58,20.7,0,0,0,0,0,0.099,0.026,0.245,0.0,0.0,0,0,0,0,0.245,0.245,0,0.233,0.39,0.691,0.556,0.065,0.095,0.41,0.291,0.315,0.068,0.422,0.598,0.364,0.962,1.323,0.351,0.396,0.448,0.27,0.037,0.411,0.316,0.037,0.0,4.0,0,0,0.0,0.0,0.0,0,0,40.0,0.341,4.58,82.0,0.482,120.0,337.0,2.8,243.0,2.85
175211,"Hyacinth beans, mature seeds, cooked, boiled, without salt",Legumes and Legume Products,117.0,8.14,0.58,20.69,0,0,0,0,0,0.099,0.026,0.245,0.0,0.0,0,0,0,0,0.245,0.245,0,0.233,0.39,0.691,0.556,0.065,0.095,0.41,0.291,0.315,0.068,0.422,0.598,0.364,0.962,1.323,0.351,0.396,0.448,0.27,0.037,0.411,0.316,0.037,0.0,4.0,0,0,0.0,0.0,0.0,0,0,40.0,0.341,4.58,82.0,0.482,120.0,337.0,2.8,7.0,2.85
175210,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,344.0,23.9,1.69,60.74,25.6,0,0,0,0,0.288,0.076,0.715,0.0,0.0,0,0,0,0,0.715,0.715,0,0.684,1.143,2.026,1.632,0.191,0.279,1.204,0.853,0.925,0.199,1.239,1.755,1.067,2.821,3.88,1.028,1.162,1.315,1.13,0.136,1.61,1.237,0.155,0.0,23.0,0,0,0.0,0.0,0.0,0,0,130.0,1.335,5.1,283.0,1.573,372.0,1235.0,8.2,21.0,9.3
168533,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,50.0,2.95,0.27,9.2,0,0,0,0,0,0.119,0.129,0.01,0.0,0.0,0,0,0,0,0.002,0.002,0,0.124,0.201,0.307,0.203,0.026,0.02,0.065,0.053,0.124,0,0.218,0.201,0.153,0.059,0.36,0.242,0,0.15,0.056,0.088,0.48,0.053,0.023,0.0,47.0,0,0,7.0,5.1,0.0,0,0,41.0,0.048,0.76,42.0,0.21,49.0,262.0,1.6,238.0,0.38
169235,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,50.0,2.95,0.27,9.2,0,0,0,0,0,0.119,0.129,0.01,0.0,0.0,0,0,0,0,0.002,0.002,0,0.124,0.201,0.307,0.203,0.026,0.02,0.065,0.053,0.124,0,0.218,0.201,0.153,0.059,0.36,0.242,0,0.15,0.056,0.088,0.48,0.053,0.023,0.0,47.0,0,0,7.0,5.1,0.0,0,0,41.0,0.048,0.76,42.0,0.21,49.0,262.0,1.6,2.0,0.38
169234,"Hyacinth-beans, immature seeds, raw",Vegetables and Vegetable Products,46.0,2.1,0.2,9.19,3.3,0,0,0,4.08,0.088,0.095,0.008,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.088,0.143,0.218,0.145,0.019,0.014,0.046,0.038,0.088,0,0.155,0.143,0.109,0.042,0.256,0.172,0,0.107,0.077,0.092,0.52,0.055,0.024,0.0,62.0,0,19.1,43.0,12.9,0.0,0.51,18.1,50.0,0.047,0.74,40.0,0.205,49.0,252.0,1.5,2.0,0.37
171305,"Ice cream bar, covered with chocolate and nuts",Dairy and Egg Products,303.0,5.62,25.84,11.89,1.1,0,0,0,10.8,15.904,6.208,1.879,0.0,56.0,0.0,0,0.0,0.0,1.721,1.721,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.23,1.228,0,0.281,0.49,14.0,0,38.0,61.0,0.0,0.2,0.54,1.7,90.0,0.164,1.21,37.0,0,146.0,304.0,3.1,56.0,0.81
171294,"Ice cream bar, stick or nugget, with crunch coating",Dairy and Egg Products,358.0,2.11,25.26,37.12,1.1,0,0,0,21.05,17.895,1.173,2.208,0.0,16.0,0.0,0,0.0,0.0,2.013,2.012,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.069,0.548,0.303,0.106,0.09,3.0,0,45.0,35.0,0.0,0.1,2.25,22.3,63.0,0.031,0.0,11.0,0,57.0,71.0,4.0,84.0,0.32
172228,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",Dairy and Egg Products,354.0,5.21,21.88,34.38,1.0,0,0,0,25.0,11.458,7.34,1.657,0,21.0,0.0,0,0.0,0.0,1.408,1.408,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.252,0.829,0.438,0.046,0.36,24.0,0,23.8,32.0,0.0,0.1,0.18,1.1,63.0,0.128,0.0,29.0,0.194,108.0,222.0,2.6,94.0,0.86
175000,"Ice cream cones, cake or wafer-type",Baked Products,417.0,8.1,6.9,79.0,3.0,0,0,0,6.0,1.222,1.845,3.264,0,0.0,0.0,0,0.0,0.0,3.076,3.076,0.0,0.172,0.301,0.561,0.157,0.142,0.182,0.4,0.222,0.217,0.094,0.34,0.282,0.248,0.328,2.845,0.278,0.954,0.393,0.25,0.354,4.427,0.479,0.03,0.0,173.0,0,9.4,0.0,0.0,0.0,0.78,1.8,25.0,0.204,3.6,26.0,0.572,97.0,112.0,4.8,256.0,0.67
175001,"Ice cream cones, sugar, rolled-type",Baked Products,402.0,7.9,3.8,84.1,1.7,0,0,0,25.66,0.573,1.47,1.452,0,0.0,0.0,0,0.0,0.0,1.355,1.355,0.0,0.168,0.293,0.547,0.153,0.139,0.178,0.39,0.217,0.211,0.092,0.332,0.275,0.242,0.319,2.774,0.271,0.931,0.383,0.511,0.405,5.066,0.429,0.052,0.0,140.0,0,8.5,0.0,0.0,0.0,0.07,1.5,44.0,0.268,4.43,31.0,0.732,103.0,145.0,4.8,298.0,0.75
172227,Ice cream cookie sandwich,Dairy and Egg Products,240.0,3.7,7.4,39.6,1.2,0,0,0,21.3,1.663,4.15,0.847,0,6.0,0.002,0,1.0,1.0,0.8,0.798,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.237,0.115,0.028,0.01,5.0,0,8.0,37.0,0.0,0.0,0.4,1.3,73.0,0.106,1.1,16.0,0.225,54.0,68.0,3.1,162.0,0.32
172226,Ice cream sandwich,Dairy and Egg Products,237.0,4.29,8.57,37.14,0.0,0,0,0,18.57,2.317,2.661,2.272,0,21.0,0.003,0,2.0,1.0,2.122,2.119,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.146,1.566,0.209,0.028,0.05,34.0,0,8.0,86.0,0.0,0.0,0.4,1.3,86.0,0.254,0.26,29.0,0.381,72.0,115.0,3.1,129.0,0.6
172229,"Ice cream sandwich, made with light ice cream, vanilla",Dairy and Egg Products,186.0,4.29,3.04,39.64,0.0,0,0,0,17.86,0.821,0.942,0.805,0,7.0,0.001,0,1.0,0.0,0.751,0.75,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.052,0.555,0,0.01,0.02,12.0,0,2.8,96.0,0.0,0.0,0.14,0.5,30.0,0.09,0.09,10.0,0,26.0,41.0,1.1,146.0,0.21
172230,"Ice cream sandwich, vanilla, light, no sugar added",Dairy and Egg Products,200.0,5.71,2.86,42.86,7.1,0,0,0,6.58,0.821,0.942,0.805,0,21.0,0.001,0,1.0,0.0,0.751,0.75,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.052,0.555,0,0.01,0.02,12.0,0,2.8,129.0,0.0,0.0,0.14,0.5,86.0,0.09,0.0,10.0,0,26.0,41.0,1.1,164.0,0.21
171306,Ice cream sundae cone,Dairy and Egg Products,254.0,3.0,14.0,28.89,1.0,0,0,0,21.26,2.717,1.775,0.747,0.0,15.0,0.0,0,0.0,0.0,0.68,0.659,0.021,0.018,0.031,0.058,0.016,0.015,0.019,0.041,0.023,0.022,0.01,0.035,0.029,0.026,0.034,0.295,0.029,0.099,0.041,0.09,0.213,1.111,0.356,0.05,0.35,19.0,0,11.9,117.0,0.0,0.1,0.11,0.5,60.0,0.082,0.36,20.0,0.087,128.0,204.0,2.3,115.0,0.56
173466,"Ice cream, bar or stick, chocolate covered",Dairy and Egg Products,331.0,4.1,24.1,24.5,0.8,0,0,0,18.3,13.202,6.387,3.257,0,28.0,0.0,0,0.0,0.0,2.974,2.974,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.261,0.175,0.479,0.043,0.49,7.0,0,29.7,19.0,0.0,0.2,0.42,1.3,119.0,0.076,0.29,28.0,0.078,173.0,305.0,2.4,68.0,0.82
171293,"Ice cream, light, soft serve, chocolate",Dairy and Egg Products,141.0,3.36,3.69,23.15,0.0,0,0,0,19.46,2.349,1.033,0.125,0.168,15.0,0.0,0,0.0,0.0,0.086,0.086,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.124,0.186,0.096,0.038,0.26,17.0,0,10.4,91.0,0.0,0.7,0.08,0.4,134.0,0.217,0.6,36.0,0.212,113.0,207.0,2.3,64.0,0.67
170911,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",Dairy and Egg Products,265.0,5.33,9.33,40.01,9.3,0,0,0.58,10.67,6.598,1.061,0.434,0.0,7.0,0.0,0,0.0,0.0,0.424,0.423,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.2,3.528,0.297,0.093,0.07,17.0,0,14.5,26.0,0.0,0.2,0.7,0.7,133.0,0.36,0.48,65.0,0.677,143.0,213.0,3.9,113.0,1.06
